,VOC,JSC,FF,PCE,Electrolyte,Active area,Co-adsorbent,Co-sensitizer,Semiconductor,Dye loading,Exposure time,Solar simulator,Performance comment,Article author,Article title,Article journal,Article volume,Article DOI,Article pages,Article issue nr,Article EID,Article year,Article year.1,Article electronic id,Article keywords,Molecule SMILE,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,Molecule spectrum solvent
2795,695.0,6.5,0.657,2.96,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shinichiro Fuse and Ryota Takahashi and Masato M. Maitani and Yuji Wada and Tatsuo Kaiho and Hiroshi Tanaka and Takashi Takahashi,Synthesis and Evaluation of Thiophene-Based Organic Dyes Contain{\-}ing a Rigid and Nonplanar Donor with Secondary Electron Donors for Use in Dye-Sensitized Solar Cells,European Journal of Organic Chemistry,2016,10.1002/ejoc.201501190,508--517,3,,01/01/2015,Fuse_2015,,,CCCCCCCCCCCCc1cc(sc1c1cc2c(s1)cc(s2)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)C1C3CCC(C1N2c1ccc(cc1)c1ccc(cc1)OC)C3,indoline,520.0,,Dichloromethane
2796,520.0,4.0,0.66,1.4,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shunsuke Irie and Shinichiro Fuse and Masato M. Maitani and Yuji Wada and Yuhei Ogomi and Shuzi Hayase and Tatsuo Kaiho and Hisashi Masui and Hiroshi Tanaka and Takashi Takahashi,Rapid Synthesis of D-A$\prime$-$\uppi$-A Dyes through a One-Pot Three-Component Suzuki-Miyaura Coupling and an Evaluation of their Photovoltaic Properties for Use in Dye-Sensitized Solar Cells,Chemistry - A European Journal,22,10.1002/chem.201504277,2507--2514,7,,01/01/2016,Irie_2016,,,CCN1C(=S)SC(=c2sc(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)c(=O)n2CC(=O)O)C1=O,triphenylamine,,,-
2797,560.0,7.9,0.7,3.1,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shunsuke Irie and Shinichiro Fuse and Masato M. Maitani and Yuji Wada and Yuhei Ogomi and Shuzi Hayase and Tatsuo Kaiho and Hisashi Masui and Hiroshi Tanaka and Takashi Takahashi,Rapid Synthesis of D-A$\prime$-$\uppi$-A Dyes through a One-Pot Three-Component Suzuki-Miyaura Coupling and an Evaluation of their Photovoltaic Properties for Use in Dye-Sensitized Solar Cells,Chemistry - A European Journal,22,10.1002/chem.201504277,2507--2514,7,,01/01/2016,Irie_2016,,,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)C(=O)O)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,617.0,,Dichloromethane
2798,640.0,9.2,0.66,3.9,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shunsuke Irie and Shinichiro Fuse and Masato M. Maitani and Yuji Wada and Yuhei Ogomi and Shuzi Hayase and Tatsuo Kaiho and Hisashi Masui and Hiroshi Tanaka and Takashi Takahashi,Rapid Synthesis of D-A$\prime$-$\uppi$-A Dyes through a One-Pot Three-Component Suzuki-Miyaura Coupling and an Evaluation of their Photovoltaic Properties for Use in Dye-Sensitized Solar Cells,Chemistry - A European Journal,22,10.1002/chem.201504277,2507--2514,7,,01/01/2016,Irie_2016,,,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(s2)C(=O)O)nc(c(n1)c1ccccc1)c1ccccc1,indoline,529.0,,Dichloromethane
2803,690.0,12.17,0.73,6.22,Iodide_Triiodide,0.25,-,-,TiO2 film (10+4 um),2960 nmol/cm2,24 hours,AM 1.5G 100mW/cm2,-,Chul Baik and Duckhyun Kim and Moon-Sung Kang and Kihyung Song and Sang Ook Kang and Jaejung Ko,"Synthesis and photovoltaic properties of novel organic sensitizers containing indolo[1,2-f]phenanthridine for solar cell",Tetrahedron,65,10.1016/j.tet.2009.04.077,5302--5307,27,,01/01/2009,Baik_2009,,,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)c1ccccc1n1c2cc2c1cc(cc2)C)/C(=O)O,indoline,453.0,,THF
2804,730.0,15.81,0.72,8.34,Iodide_Triiodide,0.25,-,-,TiO2 film (10+4 um),2840 nmol/cm2,24 hours,AM 1.5G 100mW/cm2,-,Chul Baik and Duckhyun Kim and Moon-Sung Kang and Kihyung Song and Sang Ook Kang and Jaejung Ko,"Synthesis and photovoltaic properties of novel organic sensitizers containing indolo[1,2-f]phenanthridine for solar cell",Tetrahedron,65,10.1016/j.tet.2009.04.077,5302--5307,27,,01/01/2009,Baik_2009,,,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)c1ccccc1n1c2cc2c1cc(cc2)C)/C(=O)O,indoline,411.0,,THF
2813,710.0,12.3,0.69,6.1,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shunsuke Irie and Shinichiro Fuse and Masato M. Maitani and Yuji Wada and Yuhei Ogomi and Shuzi Hayase and Tatsuo Kaiho and Hisashi Masui and Hiroshi Tanaka and Takashi Takahashi,Rapid Synthesis of D-A$\prime$-$\uppi$-A Dyes through a One-Pot Three-Component Suzuki-Miyaura Coupling and an Evaluation of their Photovoltaic Properties for Use in Dye-Sensitized Solar Cells,Chemistry - A European Journal,22,10.1002/chem.201504277,2507--2514,7,,01/01/2016,Irie_2016,,,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(cc2)C(=O)O)nc(c(n1)c1ccccc1)c1ccccc1,indoline,,,-
2815,630.0,8.2,0.73,3.76,Iodide_Triiodide,0.1256,-,-,TiO2 film (8 um transparent + 4 um scat­tering layer),-,-,AM 1.5G 100mW/cm2,-,Ekaterina A. Knyazeva and Wenjun Wu and Timofey N. Chmovzh and Neil Robertson and J. Derek Woollins and Oleg A. Rakitin,"Dye-sensitized solar cells: Investigation of D-A-$\uppi$-A organic sensitizers based on [1,2,5]selenadiazolo[3,4- c ]pyridine",Solar Energy,144,10.1016/j.solener.2017.01.016,134--143,,,01/01/2017,Knyazeva_2017,,,CCCCCCCC[N+]1=C(/C=C/2\C(=C(C2=O)/C=C\2/N(CC)c3c(C2(C)C)c2ccccc2cc3)[O-])C(c2c1ccc(c2)C(=O)O)(C)C,"indoline,squaraine",,,-
2816,630.0,4.4,0.71,2.0,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shunsuke Irie and Shinichiro Fuse and Masato M. Maitani and Yuji Wada and Yuhei Ogomi and Shuzi Hayase and Tatsuo Kaiho and Hisashi Masui and Hiroshi Tanaka and Takashi Takahashi,Rapid Synthesis of D-A$\prime$-$\uppi$-A Dyes through a One-Pot Three-Component Suzuki-Miyaura Coupling and an Evaluation of their Photovoltaic Properties for Use in Dye-Sensitized Solar Cells,Chemistry - A European Journal,22,10.1002/chem.201504277,2507--2514,7,,01/01/2016,Irie_2016,,,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(s2)/C=C(/C(=O)O)\C#N)nc(c(n1)c1ccccc1)c1ccccc1,indoline,546.0,,Dichloromethane
2817,610.0,10.2,0.66,4.1,Iodide_Triiodide,0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shunsuke Irie and Shinichiro Fuse and Masato M. Maitani and Yuji Wada and Yuhei Ogomi and Shuzi Hayase and Tatsuo Kaiho and Hisashi Masui and Hiroshi Tanaka and Takashi Takahashi,Rapid Synthesis of D-A$\prime$-$\uppi$-A Dyes through a One-Pot Three-Component Suzuki-Miyaura Coupling and an Evaluation of their Photovoltaic Properties for Use in Dye-Sensitized Solar Cells,Chemistry - A European Journal,22,10.1002/chem.201504277,2507--2514,7,,01/01/2016,Irie_2016,,,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(cc2)/C=C(/C(=O)O)\C#N)nc(c(n1)c1ccccc1)c1ccccc1,indoline,575.0,,Dichloromethane
2819,600.0,3.0,0.64,1.2,Iodide_Triiodide,-,-,-,TiO2 film 10 um thick,-,1 hour,AM 1.5G 100mW/cm2,t-BuOH/MeCN solvent,Hiroshi Imahori and Shinya Hayashi and Hironobu Hayashi and Akane Oguro and Seunghun Eu and Tomokazu Umeyama and Yoshihiro Matano,Effects of Porphyrin Substituents and Adsorption Conditions on Photovoltaic Properties of Porphyrin-Sensitized {TiO}2Cells,The Journal of Physical Chemistry C,113,10.1021/jp907288h,18406--18413,42,,01/01/2009,Imahori_2009,,,OC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccccc1)/c1ccccc1)/c1ccccc1,porphyrin,583.0,646.0,dichloromethane
2820,674.0,14.0,0.64,6.05,Iodide_Triiodide,0.196,-,-,TiO2 film (10 um transparent + 4 um scat­tering layer),-,12 hours,AM 1.5G 100mW/cm2,-,Xing Qian and Huan-Huan Gao and Yi-Zhou Zhu and Lin Lu and Jian-Yu Zheng,Biindole-based double D{\textendash}$\uppi${\textendash}A branched organic dyes for efficient dye-sensitized solar cells,{RSC} Adv.,5,10.1039/c4ra12888e,4368--4375,6,,01/01/2015,Qian_2015,,,CCCCCCCCn1c(c2ccc(cc2)OCCCCCCCC)c(c2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1c2cc(ccc2n(c1c1ccc(cc1)OCCCCCCCC)CCCCCCCC)c1ccc(s1)/C=C(\C(=O)O)/C#N,indoline,459.0,,THF
2821,663.0,15.8,0.62,6.54,Iodide_Triiodide,0.196,-,-,TiO2 film (10 um transparent + 4 um scat­tering layer),-,12 hours,AM 1.5G 100mW/cm2,-,Xing Qian and Huan-Huan Gao and Yi-Zhou Zhu and Lin Lu and Jian-Yu Zheng,Biindole-based double D{\textendash}$\uppi${\textendash}A branched organic dyes for efficient dye-sensitized solar cells,{RSC} Adv.,5,10.1039/c4ra12888e,4368--4375,6,,01/01/2015,Qian_2015,,,CCCCCCCCn1c(c2ccc(cc2)OCCCCCCCC)c(c2c1ccc(c2)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1c2cc(ccc2n(c1c1ccc(cc1)OCCCCCCCC)CCCCCCCC)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,indoline,484.0,,THF
2822,813.0,11.0,0.701,6.29,Iodide_Triiodide,0.16,-,-,TiO2 film (12 um transparent + 4 um scat­tering layer),-,12 hours,AM 1.5G 100mW/cm2,-,Xing Qian and Rucai Yan and Yongjie Hang and Yuezhen Lv and Lixin Zheng and Chong Xu and Linxi Hou,"Indeno[1,2-b]indole-based organic dyes with different acceptor groups for dye-sensitized solar cells",Dyes and Pigments,139,10.1016/j.dyepig.2016.12.028,274--282,,,01/01/2017,Qian_2017,,,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N,indoline,416.0,,DCM
2823,700.0,4.23,0.75,2.22,Iodide_Triiodide,0.16,-,-,TiO2 film (12 um transparent + 4 um scat­tering layer),-,12 hours,AM 1.5G 100mW/cm2,-,Xing Qian and Rucai Yan and Yongjie Hang and Yuezhen Lv and Lixin Zheng and Chong Xu and Linxi Hou,"Indeno[1,2-b]indole-based organic dyes with different acceptor groups for dye-sensitized solar cells",Dyes and Pigments,139,10.1016/j.dyepig.2016.12.028,274--282,,,01/01/2017,Qian_2017,,,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(cc1)/C=C/1\SC(=S)N(C1=O)CC(=O)O,indoline,460.0,,DCM
2824,695.0,7.1,0.73,3.6,Iodide_Triiodide,0.16,-,-,TiO2 film (12 um transparent + 4 um scat­tering layer),-,12 hours,AM 1.5G 100mW/cm2,-,Xing Qian and Rucai Yan and Yongjie Hang and Yuezhen Lv and Lixin Zheng and Chong Xu and Linxi Hou,"Indeno[1,2-b]indole-based organic dyes with different acceptor groups for dye-sensitized solar cells",Dyes and Pigments,139,10.1016/j.dyepig.2016.12.028,274--282,,,01/01/2017,Qian_2017,,,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(cc1)/C=c/1\sc(=C(C#N)C#N)[nH]c1=O,indoline,434.0,,DCM
2825,707.0,11.9,0.644,5.41,Iodide_Triiodide,0.16,-,-,TiO2 film (12 um transparent + 4 um scat­tering layer),-,12 hours,AM 1.5G 100mW/cm2,-,Xing Qian and Rucai Yan and Yongjie Hang and Yuezhen Lv and Lixin Zheng and Chong Xu and Linxi Hou,"Indeno[1,2-b]indole-based organic dyes with different acceptor groups for dye-sensitized solar cells",Dyes and Pigments,139,10.1016/j.dyepig.2016.12.028,274--282,,,01/01/2017,Qian_2017,,,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(s1)/C=c/1\sc(=C(C#N)C#N)[nH]c1=O,indoline,498.0,,DCM
2833,817.0,12.9,0.673,7.09,Iodide_Triiodide,0.16,-,-,TiO2 film (12 um thick + 4 um scattering layer),130 nmol/cm2,12 hours,AM 1.5G 100mW/cm2,Dye bath EtOH,Xing Qian and Xiaolin Lan and Rucai Yan and Yiming He and Jiazheng Huang and Linxi Hou,T-shaped (D) 2 {\textendash}A{\textendash}$\uppi${\textendash}A type sensitizers incorporating indoloquinoxaline and triphenylamine for organic dye-sensitized solar cells,Electrochimica Acta,232,10.1016/j.electacta.2017.02.166,377--386,,,01/01/2017,Qian_2017,,,CCCCC(Cn1c2cc(ccc2c2c1nc1c(ccc(c1n2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(o1)/C=C(/C(=O)O)\C#N)CC,"indoline,triphenylamine",438.0,,DCM
2834,707.0,9.03,0.681,4.35,Iodide_Triiodide,0.16,-,-,TiO2 film (12 um thick + 4 um scattering layer),51.2 nmol/cm2,12 hours,AM 1.5G 100mW/cm2,Dye bath EtOH,Xing Qian and Xiaolin Lan and Rucai Yan and Yiming He and Jiazheng Huang and Linxi Hou,T-shaped (D) 2 {\textendash}A{\textendash}$\uppi${\textendash}A type sensitizers incorporating indoloquinoxaline and triphenylamine for organic dye-sensitized solar cells,Electrochimica Acta,232,10.1016/j.electacta.2017.02.166,377--386,,,01/01/2017,Qian_2017,,,CCCCC(Cn1c2nc3c(ccc(c3nc2c2c1cc(cc2)c1ccc(s1)/C=c/1\sc(=C(C#N)C#N)[nH]c1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CC,"indoline,triphenylamine",462.0,,DCM
2835,724.0,9.71,0.684,4.81,Iodide_Triiodide,0.16,-,-,TiO2 film (12 um thick + 4 um scattering layer),58.5 nmol/cm2,12 hours,AM 1.5G 100mW/cm2,Dye bath EtOH,Xing Qian and Xiaolin Lan and Rucai Yan and Yiming He and Jiazheng Huang and Linxi Hou,T-shaped (D) 2 {\textendash}A{\textendash}$\uppi${\textendash}A type sensitizers incorporating indoloquinoxaline and triphenylamine for organic dye-sensitized solar cells,Electrochimica Acta,232,10.1016/j.electacta.2017.02.166,377--386,,,01/01/2017,Qian_2017,,,CCCCC(Cn1c2nc3c(ccc(c3nc2c2c1cc(cc2)c1ccc(o1)/C=c/1\sc(=C(C#N)C#N)[nH]c1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CC,"indoline,triphenylamine",476.0,,DCM
2840,690.0,12.45,0.7,6.02,Iodide_Triiodide,0.125,-,-,TiO2 film (12 um thick + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Jia-Yi Su and Chun-Yuan Lo and Chih-Hung Tsai and Chih-Han Chen and Shu-Hua Chou and Shih-Hung Liu and Pi-Tai Chou and Ken-Tsung Wong,"Indolo[2,3-b]carbazole Synthesized from a Double-Intramolecular Buchwald{\textendash}Hartwig Reaction: Its Application for a Dianchor {DSSC} Organic Dye",Organic Letters,16,10.1021/ol500663b,3176--3179,12,,01/01/2014,Su_2014,,,CCCCC(Cn1c2cc3c(cc2c2c1ccc(c2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(n3CC(CCCC)CC)ccc(c1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)CC,"indoline, carbazole",467.0,,DCM
2847,680.0,8.3,0.68,3.8,Iodide_Triiodide,-,-,-,TiO2 film 10 um thick,-,0.5 hours,AM 1.5G 100mW/cm2,MeOH solvent,Hiroshi Imahori and Shinya Hayashi and Hironobu Hayashi and Akane Oguro and Seunghun Eu and Tomokazu Umeyama and Yoshihiro Matano,Effects of Porphyrin Substituents and Adsorption Conditions on Photovoltaic Properties of Porphyrin-Sensitized {TiO}2Cells,The Journal of Physical Chemistry C,113,10.1021/jp907288h,18406--18413,42,,01/01/2009,Imahori_2009,,,Cc1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)C)/c1ccc(cc1)C(=O)O)/c1ccc(cc1)C,porphyrin,588.0,648.0,dichloromethane
2849,660.0,8.3,0.63,3.5,Iodide_Triiodide,-,-,-,TiO2 film 10 um thick,-,1 hour,AM 1.5G 100mW/cm2,MeOH solvent,Hiroshi Imahori and Shinya Hayashi and Hironobu Hayashi and Akane Oguro and Seunghun Eu and Tomokazu Umeyama and Yoshihiro Matano,Effects of Porphyrin Substituents and Adsorption Conditions on Photovoltaic Properties of Porphyrin-Sensitized {TiO}2Cells,The Journal of Physical Chemistry C,113,10.1021/jp907288h,18406--18413,42,,01/01/2009,Imahori_2009,,,COc1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)OC)/c1ccc(cc1)C(=O)O)/c1ccc(cc1)OC,porphyrin,589.0,649.0,dichloromethane
2851,543.0,4.43,0.68,1.65,Iodide_Triiodide,0.18,-,-,TiO2 film (11 um transparent + 4 um scat­tering layer),-,24 hours,AM 1.5G 100mW/cm2,"ACN/tert-butanol/DMSO mixture (3.5/3.5/3, v/v)",A. Venkateswararao and Payal Tyagi and K.R. Justin Thomas and Ping-Wei Chen and Kuo-Chuan Ho,"Organic dyes containing indolo[2,3-b]quinoxaline as a donor: synthesis, optical and photovoltaic properties",Tetrahedron,70,10.1016/j.tet.2014.04.009,6318--6327,36,,01/01/2014,Venkateswararao_2014,,,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)C#Cc1ccc(cc1)/C=C(/C(=O)O)\C#N,indoline,410.0,500.0,THF
2853,593.0,2.73,0.67,1.08,Iodide_Triiodide,0.18,-,-,TiO2 film (11 um transparent + 4 um scat­tering layer),-,24 hours,AM 1.5G 100mW/cm2,"ACN/tert-butanol/DMSO mixture (3.5/3.5/3, v/v)",A. Venkateswararao and Payal Tyagi and K.R. Justin Thomas and Ping-Wei Chen and Kuo-Chuan Ho,"Organic dyes containing indolo[2,3-b]quinoxaline as a donor: synthesis, optical and photovoltaic properties",Tetrahedron,70,10.1016/j.tet.2014.04.009,6318--6327,36,,01/01/2014,Venkateswararao_2014,,,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)C#Cc1cccc(c1)/C=C(/C(=O)O)\C#N,indoline,412.0,490.0,THF
2855,568.0,7.38,0.65,2.72,Iodide_Triiodide,0.18,-,-,TiO2 film (11 um transparent + 4 um scat­tering layer),-,24 hours,AM 1.5G 100mW/cm2,"ACN/tert-butanol/DMSO mixture (3.5/3.5/3, v/v)",A. Venkateswararao and Payal Tyagi and K.R. Justin Thomas and Ping-Wei Chen and Kuo-Chuan Ho,"Organic dyes containing indolo[2,3-b]quinoxaline as a donor: synthesis, optical and photovoltaic properties",Tetrahedron,70,10.1016/j.tet.2014.04.009,6318--6327,36,,01/01/2014,Venkateswararao_2014,,,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)C#Cc1ccc(s1)/C=C(/C(=O)O)\C#N,indoline,401.0,520.0,THF
2857,562.0,7.77,0.62,2.68,Iodide_Triiodide,0.18,-,-,TiO2 film (11 um transparent + 4 um scat­tering layer),-,24 hours,AM 1.5G 100mW/cm2,"ACN/tert-butanol/DMSO mixture (3.5/3.5/3, v/v)",A. Venkateswararao and Payal Tyagi and K.R. Justin Thomas and Ping-Wei Chen and Kuo-Chuan Ho,"Organic dyes containing indolo[2,3-b]quinoxaline as a donor: synthesis, optical and photovoltaic properties",Tetrahedron,70,10.1016/j.tet.2014.04.009,6318--6327,36,,01/01/2014,Venkateswararao_2014,,,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)C#Cc1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,indoline,435.0,545.0,THF
2861,760.0,9.4,0.64,4.6,Iodide_Triiodide,-,-,-,TiO2 film 10 um thick,-,1 hour,AM 1.5G 100mW/cm2,MeOH solvent,Hiroshi Imahori and Shinya Hayashi and Hironobu Hayashi and Akane Oguro and Seunghun Eu and Tomokazu Umeyama and Yoshihiro Matano,Effects of Porphyrin Substituents and Adsorption Conditions on Photovoltaic Properties of Porphyrin-Sensitized {TiO}2Cells,The Journal of Physical Chemistry C,113,10.1021/jp907288h,18406--18413,42,,01/01/2009,Imahori_2009,,,Cc1cc(C)c(c(c1)C)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(C)cc(cc1C)C)/c1ccc(cc1)C(=O)O)/c1c(C)cc(cc1C)C,porphyrin,586.0,645.0,dichloromethane
2868,690.0,8.6,0.63,3.7,Iodide_Triiodide,-,-,-,TiO2 film 10 um thick,-,12 hours,AM 1.5G 100mW/cm2,MeOH solvent,Hiroshi Imahori and Shinya Hayashi and Hironobu Hayashi and Akane Oguro and Seunghun Eu and Tomokazu Umeyama and Yoshihiro Matano,Effects of Porphyrin Substituents and Adsorption Conditions on Photovoltaic Properties of Porphyrin-Sensitized {TiO}2Cells,The Journal of Physical Chemistry C,113,10.1021/jp907288h,18406--18413,42,,01/01/2009,Imahori_2009,,,CCc1cc(CC)c(c(c1)CC)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(CC)cc(cc1CC)CC)/c1ccc(cc1)C(=O)O)/c1c(CC)cc(cc1CC)CC,porphyrin,588.0,648.0,dichloromethane
2871,701.0,12.7,0.66,5.87,Iodide_Triiodide,0.196,-,-,TiO2 film (10 um transparent + 4 um scat­tering layer),-,12 hours,AM 1.5G 100mW/cm2,-,Xing Qian and Huan-Huan Gao and Yi-Zhou Zhu and Lin Lu and Jian-Yu Zheng,Biindole-based double D{\textendash}$\uppi${\textendash}A branched organic dyes for efficient dye-sensitized solar cells,{RSC} Adv.,5,10.1039/c4ra12888e,4368--4375,6,,01/01/2015,Qian_2015,,,CCCCCCCCn1c(c2ccc(cc2)OCCCCCCCC)c(c2c1ccc(c2)c1ccc(o1)/C=C(\C(=O)O)/C#N)c1c2cc(ccc2n(c1c1ccc(cc1)OCCCCCCCC)CCCCCCCC)c1ccc(o1)/C=C(\C(=O)O)/C#N,indoline,468.0,,THF
2892,525.0,12.28,0.676,4.36,Iodide_Triiodide,-,-,-,TiO2 film,-,15 hours,AM 1.5G 100mW/cm2,-,Tamotsu Horiuchi and Tohru Yashiro and Ryo Kawamura and Satoshi Uchida and Hiroshi Segawa,Indoline Dyes with Benzothiazole Unit for Dye-sensitized Solar Cells,Chemistry Letters,45,10.1246/cl.160084,517--519,5,,01/01/2016,Horiuchi_2016,,,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)CCN2c1ccc(cc1)C=C(c1ccccc1)c1ccccc1)/C(=O)O,indoline,361.0,,dichloromethane
2896,572.0,13.51,0.651,5.03,Iodide_Triiodide,-,-,-,TiO2 film,-,15 hours,AM 1.5G 100mW/cm2,-,Tamotsu Horiuchi and Tohru Yashiro and Ryo Kawamura and Satoshi Uchida and Hiroshi Segawa,Indoline Dyes with Benzothiazole Unit for Dye-sensitized Solar Cells,Chemistry Letters,45,10.1246/cl.160084,517--519,5,,01/01/2016,Horiuchi_2016,,,N#C/C(=C\c1ccc2c(c1)nc(s2)c1ccc2c(c1)CCN2c1ccc(cc1)C=C(c1ccccc1)c1ccccc1)/C(=O)O,indoline,410.0,,dichloromethane
2901,797.0,11.9,0.638,6.05,Iodide_Triiodide,0.16,-,-,TiO2 film (12 um thick + 4 um scattering layer),121 nmol/cm2,12 hours,AM 1.5G 100mW/cm2,Dye bath EtOH,Xing Qian and Xiaolin Lan and Rucai Yan and Yiming He and Jiazheng Huang and Linxi Hou,T-shaped (D) 2 {\textendash}A{\textendash}$\uppi${\textendash}A type sensitizers incorporating indoloquinoxaline and triphenylamine for organic dye-sensitized solar cells,Electrochimica Acta,232,10.1016/j.electacta.2017.02.166,377--386,,,01/01/2017,Qian_2017,,,CCCCC(Cn1c2cc(ccc2c2c1nc1c(ccc(c1n2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)CC,"indoline,triphenylamine",428.0,,DCM
2903,373.0,6.32,0.608,1.43,Iodide_Triiodide,-,-,-,TiO2 film,-,15 hours,AM 1.5G 100mW/cm2,-,Tamotsu Horiuchi and Tohru Yashiro and Ryo Kawamura and Satoshi Uchida and Hiroshi Segawa,Indoline Dyes with Benzothiazole Unit for Dye-sensitized Solar Cells,Chemistry Letters,45,10.1246/cl.160084,517--519,5,,01/01/2016,Horiuchi_2016,,,CCN1C(=S)S/C(=c\2/s/c(=C/c3ccc(s3)c3ccc4c(c3)N(CC4)c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,indoline,335.0,,dichloromethane
2906,510.0,10.89,0.668,3.71,Iodide_Triiodide,-,-,-,TiO2 film,-,15 hours,AM 1.5G 100mW/cm2,-,Tamotsu Horiuchi and Tohru Yashiro and Ryo Kawamura and Satoshi Uchida and Hiroshi Segawa,Indoline Dyes with Benzothiazole Unit for Dye-sensitized Solar Cells,Chemistry Letters,45,10.1246/cl.160084,517--519,5,,01/01/2016,Horiuchi_2016,,,CCN1C(=S)S/C(=c\2/s/c(=C\c3ccc4c(c3)nc(s4)c3ccc4c(c3)CCN4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,indoline,390.0,,dichloromethane
