,Molecule SMILE,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,Molecule spectrum solvent,VOC,JSC,FF,PCE
1931,N#C/C(=C\c1ccc(cc1)N(c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,447.0,,Dichloromethane,571.0,10.4,0.69,4.11
1933,N#C/C(=C\c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)n1c2ccccc2c2c1cccc2)/C(=O)O,triphenylamine,403.0,,Dichloromethane,605.0,5.46,0.7,2.3
1934,N#C/C(=C\c1ccc(cc1)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccccc1)/C(=O)O,triphenylamine,440.0,,Dichloromethane,603.0,8.73,0.69,3.6
1940,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1cc[n+](cc1)CC(=O)O,triphenylamine,455.0,,dichloromethane,643.0,6.6,0.738,3.1
1948,CCO[Si](c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)(OCC)OCC,triphenylamine,402.0,,THF,700.0,6.37,0.74,3.31
1949,CCO[Si](c1ccc(s1)c1ccc(s1)c1cc2c(s1)cc(cc2)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)(OCC)OCC,triphenylamine,419.0,,THF,710.0,7.52,0.75,4.01
1950,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)/C(=O)O,triphenylamine,452.0,,THF,750.0,14.0,0.77,8.01
1958,CCCCCCn1nc2c(n1)c(ccc2c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,462.0,583.0,THF,650.0,14.6,0.66,6.2
1960,CCCCCCn1nc2c(n1)c(ccc2c1sc(c(c1)CCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(c(c1)CCCCCC)C=C(C(=O)O)C#N,triphenylamine,454.0,580.0,THF,690.0,13.1,0.65,5.89
1961,N#CC(=Cc1ccc(s1)c1c(F)c(F)c(c2c1n[nH]n2)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,462.0,584.0,THF,680.0,13.2,0.67,6.01
1962,CCCCCCCCCc1nc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(c(n1)CCCCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,432.0,560.0,THF,625.0,6.85,0.7,2.98
1969,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccc(cc1)C=C1c2ccccc2c2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine,464.0,,dichloromethane,642.0,14.1,0.66,5.98
1970,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccc(cc1)C=C1c2ccccc2c2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine,470.0,,dichloromethane,650.0,14.8,0.64,6.13
1975,N#CC(=Cc1sc(c2c1C1CCC2C=C1)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,triphenylamine,485.0,,dichloromethane,465.0,14.32,0.66,4.37
1976,N#C/C(=C\c1sc(c2c1C1CCC2C=C1)c1sc(c2c1C1CCC2C=C1)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)/C(=O)O,triphenylamine,472.0,,dichloromethane,500.0,13.08,0.69,4.54
1977,N#CC(=Cc1sc(c2c1cccc2)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,triphenylamine,569.0,,dichloromethane,405.0,11.86,0.65,3.13
1982,N#C/C(=C\c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1cc2CCCN3c2c(c1)CCC3)/C(=O)O,triphenylamine,410.0,523.0,ethanol,494.0,5.8,0.7,2.0
1983,OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine,458.0,606.0,ethanol,497.0,4.54,0.69,1.6
1984,OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)N(c2ccc(cc2)c2cc3CCCN4c3c(c2)CCC4)c2ccccc2)/C1=O,triphenylamine,471.0,582.0,ethanol,509.0,9.3,0.68,3.2
1996,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc2c(c1)c1ccccc1C2(C)C)c1ccc2c(c1)c1ccccc1C2(C)C)/C(=O)O,triphenylamine,452.0,,ethanol,621.0,14.9,0.7,7.63
1997,CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cc(cc2)c1ccc(cc1)n1c(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)ccc1/C=C(/C(=O)O)\C#N)c1ccc(cc1)n1c(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)ccc1/C=C(/C(=O)O)\C#N,triphenylamine,444.0,,dichloromethane,670.0,10.67,0.65,4.66
2003,CCCCCCn1c2cc(ccc2c2c1cc(cc2)c1ccc(cc1)n1c(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)ccc1/C=C(/C(=O)O)\C#N)c1ccc(cc1)n1c(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)ccc1/C=C(/C(=O)O)\C#N,triphenylamine,425.0,,dichloromethane,710.0,11.29,0.65,5.22
2008,CCCCCCOc1cc(c(cc1c1ccc(cc1)n1c(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)ccc1/C=C(/C(=O)O)\C#N)OCCCCCC)c1ccc(cc1)n1c(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)ccc1/C=C(/C(=O)O)\C#N,triphenylamine,426.0,,dichloromethane,700.0,10.75,0.67,5.04
2010,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1cc(c(s1)/C=C(/C(=O)O)\C#N)CCCCCC,triphenylamine,449.0,,dichloromethane,620.0,11.77,0.68,4.96
2013,CCCCC(CN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(s2)/C=C(\C(=O)O)/C#N)CC(CCCC)CC)/C1=O)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)CC,triphenylamine,450.0,,chloroform,680.0,6.8,0.72,3.33
2014,N#C/C(=C\c1ccc(s1)c1ncc(c2c1nsn2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,546.0,,dichloromethane,367.0,11.23,0.64,2.63
2015,N#C/C(=C\c1ccc(s1)c1ncc(c2c1nsn2)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)/C(=O)O,triphenylamine,575.0,,dichloromethane,432.0,12.0,0.69,3.58
2016,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1cnc(c2c1nsn2)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,585.0,,dichloromethane,462.0,14.19,0.64,4.2
2018,CCCCC1(CCCC)c2cc(ccc2c2c1cccc2)N1C2CCCC2c2c1ccc(c2)c1ccc(s1)/C=c\1/sc(=O)n(/c1=c/1\sc(=C(C#N)C#N)n(c1=O)CCCCCCCC(=O)O)CC(=O)O,indoline,566.0,656.0,chloroform,619.0,14.3,0.5870000000000001,5.19
2019,N#C/C(=C\c1c(F)cc(cc1F)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,422.0,620.0,THF,610.0,8.89,0.67,3.62
2025,N#C/C(=C\c1cc(c(s1)c1sc(c(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,490.0,,dichloromethane,640.0,6.4,0.72,2.93
2027,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C=C(C(=O)O)C#N,triphenylamine,403.0,542.0,methanol,609.0,7.3,0.64,2.86
2028,N#C/C(=C/c1ccc(cc1)N(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccccc1)/C(=O)O,triphenylamine,426.0,568.0,chloroform,656.0,7.1,0.65,3.01
2029,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C=CC=C(C(=O)O)C#N,triphenylamine,425.0,585.0,methanol,652.0,11.5,0.64,4.82
2038,CCCCCCc1cc(sc1c1sc(cc1CCCCCC)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,433.0,,dichloromethane,750.0,8.22,0.65,4.0
2039,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(cc1CCCCCC)/C=C(/C(=O)O)\C#N,triphenylamine,475.0,,dichloromethane,660.0,12.96,0.68,5.78
2040,CCCCCCc1cc(sc1c1cc(c(s1)/C=C(/C(=O)O)\C#N)CCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,498.0,,dichloromethane,630.0,13.38,0.7,5.86
2043,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)I)/C(=O)O,triphenylamine,,,-,706.0,10.52,0.74,5.48
2044,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C(=O)O,triphenylamine,454.0,,dichloromethane,728.0,10.51,0.73,5.55
2053,CCCCCCn1c2ccc(cc2c2c1cccc2)c1ncc(c2c1nsn2)c1ccc(cc1)C=C(C(=O)O)C#N,triphenylamine,466.0,,DMF/DCM,450.0,1.77,0.7,0.56
2056,Cc1ccc(cc1)C1(c2ccc(cc2)C)c2cc(ccc2c2c1cc(s2)c1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)N(c1ccc(cc1)C)c1ccc(cc1)C,triphenylamine,532.0,692.0,chloroform,690.0,12.48,0.73,6.29
2057,Cc1ccc(cc1)C1(c2ccc(cc2)C)c2cc(sc2c2c1cc(cc2)N(c1ccc(cc1)C)c1ccc(cc1)C)c1c(F)c(F)c(c2c1nsn2)c1ccc(cc1)C(=O)O,triphenylamine,525.0,689.0,chloroform,710.0,14.86,0.75,7.91
2058,CCCCCCCCCCCCN(c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,diphenylamine,457.0,598.0,dichloromethane,730.0,7.19,0.67,3.52
2059,CCCCCCCCCCCCN(c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,diphenylamine,463.0,630.0,dichloromethane,700.0,8.88,0.66,4.1
2060,CCCCCCCCCCCCN(c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(cc1)c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,diphenylamine,472.0,635.0,dichloromethane,700.0,10.89,0.67,5.12
2062,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,triphenylamine,,,-,770.0,8.5,0.65,4.25
2063,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)OCCCCCC,triphenylamine,514.0,,chloroform,697.0,11.3,0.66,5.19
2066,CCCCCCCCOc1cc(OCCCCCCCC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ncc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(cc1OCCCCCCCC)OCCCCCCCC,triphenylamine,541.0,,dichloromethane,790.0,15.35,0.64,7.74
2074,N#C/C(=C\c1c(F)cc(cc1F)/C=C/c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine,421.0,611.0,THF,640.0,9.21,0.68,4.01
2081,N#C/C(=C\c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C(=O)O,triphenylamine,486.0,,dichloromethane,695.0,12.21,0.72,6.15
2101,N#C/C(=C\c1ccc(cc1)N(c1cccc2c1cccc2)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine,441.0,,Dichloromethane,690.0,10.81,0.72,5.36
2105,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(c2c2ccc(s2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)nc(c(n1)c1ccccc1)c1ccccc1,triphenylamine,592.0,,Dichloromethane,610.0,7.1,0.59,2.6
2107,N#C/C(=C\c1ccc(cc1F)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,436.0,615.0,THF,670.0,11.2,0.69,5.19
2108,N#C/C(=C\c1ccc(cc1)/C=C/c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine,434.0,611.0,THF,680.0,9.99,0.68,4.58
2109,N#C/C(=C\c1ccc(cc1F)/C=C/c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine,427.0,600.0,THF,670.0,10.84,0.65,4.73
2112,N#C/C(=C\c1sc2c(c1)[Si](c1c2sc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,495.0,579.0,tert-butanol–acetonitrile,695.0,10.78,0.68,5.06
2113,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)[Si](c1c2sc(c1)/C=C(/C(=O)O)\C#N)(c1ccccc1)c1ccccc1,triphenylamine,511.0,605.0,tert-butanol–acetonitrile,769.0,13.7,0.59,6.24
2114,CCCCCCOc1cc(OCCCCCC)ccc1n1c2cc(sc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,493.0,598.0,dichloromethane,692.0,16.3,0.68,7.67
2115,N#C/C(=C\c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,455.0,,CHCl3/CH3OH,690.0,9.5,0.75,4.9
2121,CCCCCCCCCc1c(sc2c1sc1c2sc2c1sc(c2CCCCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,498.0,,O-C6H4Cl2,780.0,16.86,0.69,9.02
2122,CCCCCCCCCCCCCCCc1c(sc2c1sc1c2sc2c1sc(c2CCCCCCCCCCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,519.0,,O-C6H4Cl2,780.0,15.54,0.62,7.6
2127,N#C/C(=C\c1ccc(s1)c1sc2c(c1CC(CC(C)(C)C)C)sc1c2sc2c1sc(c2CC(CC(C)(C)C)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,485.0,,O-C6H4Cl2,811.0,18.79,0.7331,11.18
2131,CCCCCCOc1cc(OCCCCCC)ccc1n1c2cc(sc2c2c1cc(s2)c1sc2c(c1)n(c1c2sc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1cc(OCCCCCC)cc(c1)OCCCCCC)/C=C(/C(=O)O)\C#N,triphenylamine,536.0,637.0,dichloromethane,582.0,10.6,0.68,4.19
2132,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1c(c2c2ccc(s2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)nc(c(n1)c1ccccc1)c1ccccc1,triphenylamine,629.0,,Dichloromethane,580.0,7.3,0.62,2.6
2137,CCCCCc1nc2c3cc(sc3c3c(c2nc1CCCCC)cc(s3)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,496.0,,chloroform,741.0,13.11,0.65,6.37
2138,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)c1nc(CCCCC)c(nc1c1c2sc(c1)/C=C(/C(=O)O)\C#N)CCCCC,triphenylamine,521.0,,chloroform,662.0,9.31,0.65,4.03
2139,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc(c2c1OCCO2)c1sc2c(c1)c1nc(CCCCC)c(nc1c1c2sc(c1)/C=C(/C(=O)O)\C#N)CCCCC,triphenylamine,553.0,,chloroform,655.0,9.01,0.68,4.01
2140,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(c2c1nsn2)c1sc2c(c1)c1nc(CCCCC)c(nc1c1c2sc(c1)/C=C(/C(=O)O)\C#N)CCCCC,triphenylamine,529.0,,chloroform,721.0,14.51,0.65,6.78
2141,CCCCCc1nc2c3cc(sc3c3c(c2nc1CCCCC)cc(s3)/C=C(/C(=O)O)\C#N)c1ccc(c2c1nsn2)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C,indoline,547.0,,chloroform,685.0,17.61,0.59,7.12
2155,CCCCn1c(nc2c1c(ccc2c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,425.0,548.0,THF,620.0,7.38,0.74,3.38
2156,CCCCn1c(nc2c1c(ccc2c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,365.0,452.0,THF,730.0,4.82,0.74,2.6
2159,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)C(=O)O)c1c(c2c2ccc(s2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)nc(c(n1)c1ccccc1)c1ccccc1,triphenylamine,578.0,,Dichloromethane,610.0,10.5,0.68,4.4
2174,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1n(CC(CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(cc1)c1ccc(cc1)C=C(C(=O)O)C#N)CC(CCCC)CC,triphenylamine,560.0,,THF,680.0,15.6,0.73,7.67
2177,CCCCCCOc1cc(OCCCCCC)cc(c1)c1ccc(cc1)N(c1ccc(cc1)c1cc(OCCCCCC)cc(c1)/C=C/CCCCC)c1ccc(cc1)C=C(C(=O)O)C#N,triphenylamine,,,-,790.0,8.7,0.74,5.05
2180,N#C/C(=C\c1ccc(s1)c1cc2c3c(c1)C(c1ccc(cc1)C)(c1ccc(cc1)C)c1c4N3c3c(C2(c2ccc(cc2)C)c2ccc(cc2)C)cccc3C(c4ccc1)(c1ccc(cc1)C)c1ccc(cc1)C)/C(=O)O,triphenylamine,488.0,,chloroform,694.0,7.44,0.6970000000000001,3.59
2181,CCCCCCc1ccc(s1)c1cc2c3c(c1)C(c1ccc(cc1)C)(c1ccc(cc1)C)c1c4N3c3c(C2(c2ccc(cc2)C)c2ccc(cc2)C)cc(cc3C(c4cc(c1)c1ccc(s1)/C=C(/C(=O)O)\C#N)(c1ccc(cc1)C)c1ccc(cc1)C)c1ccc(s1)CCCCCC,triphenylamine,496.0,,chloroform,704.0,8.61,0.7170000000000001,4.35
2182,CCCCCCc1ccsc1c1cc2c3c(c1)C(c1ccc(cc1)C)(c1ccc(cc1)C)c1c4N3c3c(C2(c2ccc(cc2)C)c2ccc(cc2)C)cc(cc3C(c4cc(c1)c1ccc(s1)/C=C(/C(=O)O)\C#N)(c1ccc(cc1)C)c1ccc(cc1)C)c1sccc1CCCCCC,triphenylamine,499.0,,chloroform,704.0,7.69,0.701,3.79
2185,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)C(=O)O)c1c(c2c2ccc(s2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)nc(c(n1)c1ccccc1)c1ccccc1,triphenylamine,595.0,,Dichloromethane,590.0,10.1,0.71,4.2
2187,N#C/C(=C\c1ccc(cc1)c1cc2c3c(c1)C(c1ccc(cc1)C)(c1ccc(cc1)C)c1c4N3c3c(C2(c2ccc(cc2)C)c2ccc(cc2)C)cccc3C(c4ccc1)(c1ccc(cc1)C)c1ccc(cc1)C)/C(=O)O,triphenylamine,426.0,,dichloromethane,736.0,5.81,0.706,3.01
2188,N#C/C(=C\c1ccc(o1)c1cc2c3c(c1)C(c1ccc(cc1)C)(c1ccc(cc1)C)c1c4N3c3c(C2(c2ccc(cc2)C)c2ccc(cc2)C)cccc3C(c4ccc1)(c1ccc(cc1)C)c1ccc(cc1)C)/C(=O)O,triphenylamine,461.0,,dichloromethane,725.0,7.54,0.698,3.81
2198,N#C/C(=C/c1ccc(cc1)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc(cc1)c1ccccc1)/C(=O)O,triphenylamine,408.0,357.0,CH3OH-CHCl3,640.0,4.96,0.72,2.28
2199,N#C/C(=C/c1ccc(s1)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc(cc1)c1ccccc1)/C(=O)O,triphenylamine,430.0,358.0,CH3OH-CHCl3,680.0,9.99,0.71,4.83
2200,N#C/C(=C/c1ccc(o1)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc(cc1)c1ccccc1)/C(=O)O,triphenylamine,436.0,346.0,CH3OH-CHCl3,750.0,11.36,0.68,5.81
2201,CCCCC1(CCCC)c2cc(ccc2c2c1cccc2)n1c2cc(sc2c2c1cc(s2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C=C(\C(=O)O)/C#N,triphenylamine,495.0,,THF,708.2,12.03,0.65,5.52
2202,CCCCC1(CCCC)c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)c1sc2c(c1)n(c1c2sc(c1)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)C(CCCC)(CCCC)c1c2cccc1,triphenylamine,483.0,,THF,738.1,14.01,0.66,6.81
2210,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1c(c2c2ccc(s2)/C=C(/C(=O)O)\C#N)nc(c(n1)c1ccccc1)c1ccccc1,triphenylamine,520.0,,Dichloromethane,640.0,6.5,0.52,2.2
2211,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1c(c2c2ccc(cc2)C=C(C(=O)O)C#N)nc(c(n1)c1ccccc1)c1ccccc1,triphenylamine,558.0,,Dichloromethane,600.0,7.9,0.72,3.4
2212,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1c(c2c2ccc(s2)C(=O)O)nc(c(n1)c1ccccc1)c1ccccc1,triphenylamine,511.0,,Dichloromethane,640.0,7.6,0.68,3.3
2213,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1c(c2c2ccc(cc2)C(=O)O)nc(c(n1)c1ccccc1)c1ccccc1,triphenylamine,714.0,,Dichloromethane,440.0,1.2,0.54,0.3
2214,N#C/C(=C\c1ccc(s1)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,509.0,,dichloromethane,633.0,11.19,0.688,4.88
2216,CCCCCCCCOc1c(/C=C/c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)cc(cc1/C=C/c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(cc1)C(=O)O,triphenylamine,399.0,543.0,chloroform,700.0,10.13,0.71,5.04
2220,CCCCC(Cn1c(c2ccc(s2)c2cc(/C=C/c3ccc(cc3)N(c3ccc(cc3)C)c3ccc(cc3)C)c(c(c2)/C=C/c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)OCCCCCCCC)c2c(c1=O)c(n(c2=O)CC(CCCC)CC)c1ccc(s1)c1ccc(cc1)C(=O)O)CC,triphenylamine,610.0,642.0,chloroform,580.0,14.12,0.6,4.9
2224,COC(=O)c1c(C)nc2n1cc(cc2c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(s1)/C=C(\C(=O)O)/C#N,triphenylamine,,,-,625.0,2.59,0.53,0.86
2227,N#C/C(=C/c1ccc(s1)c1cn2cc(nc2c(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C)/C(=O)O,triphenylamine,,,-,532.0,2.31,0.43,0.53
2242,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=N/N=C1c2cccnc2c2c1cccn2,triphenylamine,,,-,220.0,8.6,0.307,0.58
2250,CCCCCCCCc1ccc(s1)c1nc2c(nc1c1ccc(s1)CCCCCCCCCC)c(ccc2c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,538.0,,chloroform,10900.0,16.24,0.66,7.29
2252,CCCCCCCCc1sc2c(c1)c1cc(sc1c1c2nc2c(ccc(c2n1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCCCCCC,triphenylamine,586.0,,chloroform,12220.0,8.16,0.812,4.03
2254,CCCCCCCCc1nc2c(ccc(c2nc1CCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,516.0,,chloroform,710.0,17.83,0.65,8.2
2256,CCN1C(=S)S/C(=c\2/s/c(=C/c3ccc(s3)c3cn4cc(nc4c(c3)c3ccc(cc3)N(c3ccccc3)c3ccccc3)C)/n(c2=O)CC(=O)O)/C1=O,triphenylamine,,,-,363.0,1.23,0.53,0.24
2257,CCCCCCCCC1(CCCCCCCC)c2cc(ccc2c2c1cccc2)N(c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1c2cccc1)c1ccc2c(c1)sc1c2sc2c1ccc(c2)c1cc(c(s1)C=C(C(=O)O)C#N)C,triphenylamine,464.0,,chloroform,736.0,11.5,0.68,5.76
