,Molecule SMILE,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,Molecule spectrum solvent,VOC,JSC,FF,PCE,Molecule Graph
2704,CCc1ccc(cc1)N(c1ccc(cc1)CC)c1ccc(cc1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,486.0,636.0,DMF,728.0,11.5,0.626,5.24,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D260>
2706,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,481.0,620.0,DMF,690.0,17.7,0.66,8.06,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D2B0>
2707,CCc1ccc(cc1)N(c1ccc(cc1)CC)c1ccc(cc1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,471.0,642.0,DMF,670.0,16.9,0.66,7.47,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D300>
2708,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,515.0,690.0,DMF,620.0,15.8,0.64,6.27,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D350>
2709,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)/C(=O)O,triphenylamine,477.0,669.0,DMF,650.0,15.6,0.65,6.59,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D3A0>
2710,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,,,-,670.0,16.0,0.67,7.18,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D3F0>
2717,O=C1NC(=O)C(=Cc2ccc(s2)c2ccc(c3c2nsn3)c2ccc(cc2)N(c2ccccc2)c2ccccc2)N1,triphenylamine,522.0,,chloroform,612.0,10.77,0.74,4.9,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D440>
2718,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(s1)C=C1NC(=O)NC1=O,triphenylamine,515.0,,chloroform,644.0,16.23,0.726,7.58,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D490>
2720,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,630.0,,Dichloromethane,570.0,6.8,0.69,2.7,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D4E0>
2721,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,669.0,,Dichloromethane,530.0,3.4,0.68,1.2,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D530>
2722,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)C(=O)O)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,617.0,,Dichloromethane,610.0,12.5,0.62,4.8,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D580>
2723,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)C(=O)O)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,644.0,,Dichloromethane,550.0,7.5,0.69,2.8,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D5D0>
2737,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(c2c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,564.0,,Dichloromethane,610.0,11.5,0.67,4.8,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D620>
2738,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1c(c2c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,602.0,,Dichloromethane,610.0,10.4,0.7,4.4,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D670>
2740,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)C(=O)O)c1c(c2c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,685.0,,Dichloromethane,480.0,2.1,0.69,0.7,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D6C0>
2741,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(\C(=O)O)/C#N)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,604.0,,Dichloromethane,560.0,11.6,0.66,4.5,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D710>
2742,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,641.0,,Dichloromethane,550.0,8.6,0.67,3.2,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D760>
2743,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)C(=O)O)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,589.0,,Dichloromethane,630.0,13.3,0.64,5.4,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D7B0>
2792,CCCCCCCCOc1cc(OCCCCCCCC)ccc1c1ccc(cc1)C(=Cc1ccc(cc1)N1c2ccc(cc2C2C1CCC2)c1ncc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(cc1OCCCCCCCC)OCCCCCCCC,indoline,557.0,,dichloromethane,802.0,16.08,0.66,8.57,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D800>
2793,CCCCCCCCCCCCc1cc(sc1c1sc2c(c1)sc(c2)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N1c2ccc(cc2C2C1C1CCC2C1)c1ccc(cc1)OC,indoline,498.0,,Dichloromethane,714.0,10.5,0.5670000000000001,4.24,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D850>
2794,CCCCCCCCCCCCc1cc(sc1c1sc2c(c1)sc(c2)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)C1C3CCC(C1N2c1ccc(cc1)c1cccs1)C3,indoline,520.0,,Dichloromethane,703.0,10.5,0.575,4.23,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D8A0>
2795,CCCCCCCCCCCCc1cc(sc1c1cc2c(s1)cc(s2)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)C1C3CCC(C1N2c1ccc(cc1)c1ccc(cc1)OC)C3,indoline,520.0,,Dichloromethane,695.0,6.5,0.657,2.96,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D8F0>
2796,CCN1C(=S)SC(=c2sc(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)c(=O)n2CC(=O)O)C1=O,triphenylamine,,,-,520.0,4.0,0.66,1.4,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D940>
2797,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)C(=O)O)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline,617.0,,Dichloromethane,560.0,7.9,0.7,3.1,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D990>
2798,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(s2)C(=O)O)nc(c(n1)c1ccccc1)c1ccccc1,indoline,529.0,,Dichloromethane,640.0,9.2,0.66,3.9,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3D9E0>
2803,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)c1ccccc1n1c2cc2c1cc(cc2)C)/C(=O)O,indoline,453.0,,THF,690.0,12.17,0.73,6.22,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3DA30>
2804,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)c1ccccc1n1c2cc2c1cc(cc2)C)/C(=O)O,indoline,411.0,,THF,730.0,15.81,0.72,8.34,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3DA80>
2813,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(cc2)C(=O)O)nc(c(n1)c1ccccc1)c1ccccc1,indoline,,,-,710.0,12.3,0.69,6.1,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3DAD0>
2816,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(s2)/C=C(/C(=O)O)\C#N)nc(c(n1)c1ccccc1)c1ccccc1,indoline,546.0,,Dichloromethane,630.0,4.4,0.71,2.0,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3DB20>
2817,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(cc2)/C=C(/C(=O)O)\C#N)nc(c(n1)c1ccccc1)c1ccccc1,indoline,575.0,,Dichloromethane,610.0,10.2,0.66,4.1,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3DB70>
2820,CCCCCCCCn1c(c2ccc(cc2)OCCCCCCCC)c(c2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1c2cc(ccc2n(c1c1ccc(cc1)OCCCCCCCC)CCCCCCCC)c1ccc(s1)/C=C(\C(=O)O)/C#N,indoline,459.0,,THF,674.0,14.0,0.64,6.05,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3DBC0>
2821,CCCCCCCCn1c(c2ccc(cc2)OCCCCCCCC)c(c2c1ccc(c2)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1c2cc(ccc2n(c1c1ccc(cc1)OCCCCCCCC)CCCCCCCC)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,indoline,484.0,,THF,663.0,15.8,0.62,6.54,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3DC10>
2822,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N,indoline,416.0,,DCM,813.0,11.0,0.701,6.29,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3DC60>
2823,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(cc1)/C=C/1\SC(=S)N(C1=O)CC(=O)O,indoline,460.0,,DCM,700.0,4.23,0.75,2.22,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3DCB0>
2824,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(cc1)/C=c/1\sc(=C(C#N)C#N)[nH]c1=O,indoline,434.0,,DCM,695.0,7.1,0.73,3.6,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3DD00>
2825,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(s1)/C=c/1\sc(=C(C#N)C#N)[nH]c1=O,indoline,498.0,,DCM,707.0,11.9,0.644,5.41,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3DD50>
2851,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)C#Cc1ccc(cc1)/C=C(/C(=O)O)\C#N,indoline,410.0,500.0,THF,543.0,4.43,0.68,1.65,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3DDA0>
2853,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)C#Cc1cccc(c1)/C=C(/C(=O)O)\C#N,indoline,412.0,490.0,THF,593.0,2.73,0.67,1.08,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3DDF0>
2855,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)C#Cc1ccc(s1)/C=C(/C(=O)O)\C#N,indoline,401.0,520.0,THF,568.0,7.38,0.65,2.72,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3DE40>
2857,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)C#Cc1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,indoline,435.0,545.0,THF,562.0,7.77,0.62,2.68,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3DE90>
2871,CCCCCCCCn1c(c2ccc(cc2)OCCCCCCCC)c(c2c1ccc(c2)c1ccc(o1)/C=C(\C(=O)O)/C#N)c1c2cc(ccc2n(c1c1ccc(cc1)OCCCCCCCC)CCCCCCCC)c1ccc(o1)/C=C(\C(=O)O)/C#N,indoline,468.0,,THF,701.0,12.7,0.66,5.87,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3DEE0>
2892,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)CCN2c1ccc(cc1)C=C(c1ccccc1)c1ccccc1)/C(=O)O,indoline,361.0,,dichloromethane,525.0,12.28,0.6759999999999999,4.36,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3DF30>
2896,N#C/C(=C\c1ccc2c(c1)nc(s2)c1ccc2c(c1)CCN2c1ccc(cc1)C=C(c1ccccc1)c1ccccc1)/C(=O)O,indoline,410.0,,dichloromethane,572.0,13.51,0.6509999999999999,5.03,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC3DF80>
2903,CCN1C(=S)S/C(=c\2/s/c(=C/c3ccc(s3)c3ccc4c(c3)N(CC4)c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,indoline,335.0,,dichloromethane,373.0,6.32,0.608,1.43,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E030>
2906,CCN1C(=S)S/C(=c\2/s/c(=C\c3ccc4c(c3)nc(s4)c3ccc4c(c3)CCN4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,indoline,390.0,,dichloromethane,510.0,10.89,0.6679999999999999,3.71,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E080>
2908,CCCCCCCCN1C(=S)S/C(=c\2/s/c(=C\c3ccc4c(c3)C3CCCC3N4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,indoline,554.0,641.0,chloroform,656.0,18.99,0.6779999999999999,8.43,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E0D0>
2911,N#CC(=Cc1ccc2c(c1)[C@@H]1CCC[C@H]1N2c1ccc(cc1)C)C(=O)O,indoline,438.0,508.0,THF,568.0,4.63,0.67,1.79,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E120>
2912,N#CC(=Cc1ccc(s1)c1ccc2c(c1)[C@@H]1CCC[C@H]1N2c1ccc(cc1)C)C(=O)O,indoline,492.0,603.0,THF,725.0,10.38,0.62,4.58,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E170>
2913,N#CC(=Cc1ccc(s1)/C=C/c1ccc2c(c1)[C@@H]1CCC[C@H]1N2c1ccc(cc1)C)C(=O)O,indoline,504.0,629.0,THF,651.0,10.63,0.64,4.46,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E1C0>
2914,N#CC(=Cc1ccc(s1)/C=C/c1ccc(s1)c1ccc2c(c1)[C@@H]1CCC[C@H]1N2c1ccc(cc1)C)C(=O)O,indoline,518.0,644.0,THF,632.0,6.43,0.65,2.53,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E210>
2921,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc2c(c1)N(c1ccc(cc1)C)C1C2CCC1)/C(=O)O,indoline,546.0,,dichloromethane,618.0,16.25,0.72,7.22,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E260>
2925,CCCCCCc1cc(sc1c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(c2c1nsn2)c1ccc2c(c1)N(c1ccc(cc1)C)C1C2CCC1,indoline,536.0,,dichloromethane,689.0,16.99,0.7,8.15,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E2B0>
2927,CCCCCCn1cc(c2c1ccc(c2)OC)/C=C(\c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC(=O)O)/C#N,indoline,517.0,656.0,chloroform,300.0,0.28,0.53,0.046,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E300>
2928,CCN1C(=S)S/C(=c\2/s/c(=C\c3ccc4c(c3)C3CCCC3N4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,indoline,542.0,649.0,chloroform,638.0,19.08,0.682,8.26,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E350>
2935,CCCCCCC1(CCCCCC)c2ccccc2c2c1ccc(c2)N1C2CCCC2c2c1cc(/C=C/c1ccc(s1)/C=C(/C(=O)O)\C#N)cc2,indoline,504.0,,CH3CN-CH2Cl2,614.0,12.28,0.68,5.09,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E3A0>
2937,N#C/C(=C\c1ccc(s1)/C=C/c1ccc2c(c1)N(c1ccc(cc1)C)C1C2CCC1)/C(=O)O,indoline,491.0,,CH3CN-CH2Cl2,622.0,9.77,0.65,3.99,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E3F0>
2947,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)C=C(C(=O)O)C#N)c1cc2c(s1)c1c(n2CC)cccc1,indoline,502.0,,toluene,700.0,13.8,0.77,7.4,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E440>
2948,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)c1sc(cc1CCCCCC)c1cc2c(s1)c1c(n2CC)cccc1,indoline,496.0,,toluene,700.0,14.6,0.76,7.8,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E490>
2949,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)O)\C#N)c1sc(cc1CCCCCC)c1sc2c(c1)n(c1c2cccc1)CC,indoline,490.0,,toluene,660.0,15.0,0.74,7.3,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E4E0>
2955,CCCCCCn1cc(c2c1ccc(c2)OC)/C=C(\c1ccc(s1)/C=N/c1ccc(cc1)C(=O)O)/C#N,indoline,462.0,601.0,chloroform,620.0,9.35,0.71,4.12,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E530>
2957,CCCCCn1c2ccc(cc2c2c1cccc2)N1C2CCCC2c2c1cc(/C=C/c1ccc(s1)/C=C(/C(=O)O)\C#N)cc2,indoline,523.0,,CH3CN-CH2Cl2,628.0,14.16,0.66,5.87,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E580>
2966,CCCCCCc1cc(sc1c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)c1ccc(c2c1nsn2)c1cc(c(s1)/C=C(\C(=O)O)/C#N)CCCCCC,indoline,557.0,,dichloromethane,629.0,10.4,0.71,4.64,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E5D0>
2969,CCCCCCc1cc(sc1/C=C(\C(=O)O)/C#N)c1ccc(c2c1nsn2)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C,indoline,547.0,,dichloromethane,672.0,15.0,0.77,7.76,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E620>
2980,CCCC1(CCC)c2ccc(cc2c2c1cccc2)N1C2CCCC2c2c1ccc(c2)c1ccc(c2c1nsn2)c1ccc(s1)/C=C(\C(=O)O)/C#N,indoline,550.0,636.0,dichloromethane,650.0,16.0,0.69,7.18,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E670>
2987,N#C/C(=C/c1ccc(s1)c1ccc(c2c1nsn2)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C(C)(C)C)/C(=O)O,indoline,535.0,632.0,dichloromethane,631.0,15.2,0.69,6.62,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E6C0>
2991,CCCC1(CCC)c2ccc(cc2c2c1cccc2)N1C2CCCC2c2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N,indoline,508.0,580.0,dichloromethane,655.0,14.0,0.68,6.5,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E710>
2995,CCCCCCn1cc(c2c1ccc(c2)OC)/C=C(\c1ccc(s1)C=C(C(=O)O)C#N)/C#N,indoline,503.0,633.0,chloroform,520.0,4.5,0.63,1.48,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E760>
2998,OC(=O)CN1C(=S)S/C(=C\c2ccc3c(c2)N(c2ccc(cc2)C=C(c2ccccc2)c2ccccc2)C2C3CCC2)/C1=O,indoline,,,THF,600.0,5.39,0.74,2.35,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E7B0>
3005,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)C=C(C(=O)O)C#N)c1ccc2c(c1)C1CCCC1N2CC,indoline,513.0,,20%THF-toluene,791.0,8.74,0.74,3.7,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E800>
3006,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)C=C(C(=O)O)C#N)c1ccc2c(c1)C1CCCC1N2c1ccccc1,indoline,498.0,,20%THF-toluene,930.0,7.82,0.66,3.4,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E850>
3007,CCCCCCc1cc(sc1c1cc(c(s1)C=C(C(=O)O)C#N)CCCCCC)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)OC,indoline,509.0,,20%THF-toluene,826.0,6.22,0.7,3.0,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E8A0>
3008,N#C/C(=C\c1ccc(o1)c1ccc(c2c1non2)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)/C(=O)O,indoline,551.0,,Chloroform + methanol,671.0,13.35,0.693,6.21,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E8F0>
3010,CCCCCCc1cc(sc1/C=C(/C(=O)O)\C#N)c1ccc(c2c1non2)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C,indoline,552.0,,Chloroform + methanol,709.0,17.84,0.6809999999999999,8.61,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E940>
3025,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)/C(=O)O,indoline,483.0,,dichloromethane,623.0,11.25,0.63,4.42,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E990>
3029,CCCCCCCCN1C(=O)c2c(C1=O)c(ccc2c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)c1ccc(s1)/C=C(/C(=O)O)\C#N,indoline,442.0,,dichloromethane,748.0,10.06,0.68,5.11,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2E9E0>
3030,COc1ccc(cc1)N1C2CCCC2c2c1ccc(c2)/C=C(/C(=O)O)\C#N,indoline,483.0,,ethanol,622.0,10.0,0.65,4.03,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2EA30>
3034,CCCCCCCCn1nc2c(n1)c(ccc2c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C,indoline,496.0,,dichloromethane,791.0,15.79,0.67,8.38,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2EA80>
3050,N#C/C(=C\c1ccc(s1)c1sc(c2c1OCCO2)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)/C(=O)O,indoline,518.0,,THF,632.0,10.04,0.701,4.45,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2EAD0>
3062,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)n1c2cc(sc2c2c1cc(s2)c1ccc2c(c1)C1CCCC1N2c1ccc2c(c1)C(CCC)(CCC)c1c2cccc1)/C=C(/C(=O)O)\C#N,indoline,544.0,,dichloromethane,732.0,13.1,0.7,6.71,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2EB20>
3064,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)n1c2cc(sc2c2c1cc(s2)c1ccc2c(c1)C1CCCC1N2c1ccc2c(c1)C(CCC)(CCC)c1c2c2c(c3c1c1ccccc1C3(CCC)CCC)c1c(C2(CCC)CCC)cccc1)/C=C(/C(=O)O)\C#N,indoline,553.0,,dichloromethane,745.0,14.0,0.69,7.19,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2EB70>
3066,CCCCCCN(c1ccc(cc1)n1c2cc(sc2c2c1cc(s2)c1ccc2c(c1)C1CCCC1N2c1ccc2c(c1)C(CCC)(CCC)c1c2cccc1)/C=C(/C(=O)O)\C#N)CCCCCC,indoline,536.0,,dichloromethane,720.0,13.8,0.68,6.76,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2EBC0>
3077,CCCCCCc1cc(sc1/C=C(\C(=O)O)/C#N)c1sc2c(c1)c1nn(nc1c1c2sc(c1)c1cc2c(s1)c1c(n2CC(CCCC)CC)cccc1)CC(CCCC)CC,indoline,,,-,656.0,12.65,0.7,5.82,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2EC10>
3080,Cc1ccc(cc1)N1C2CCCC2c2c1ccc(c2)c1ccc2c3c1cccc3c(=O)n(c2=O)CC(=O)O,indoline,458.0,,Methanol-chloroform,594.0,2.9,0.68,1.18,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2EC60>
3081,OC(=O)Cn1c(=O)c2ccc(c3c2c(c1=O)ccc3c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C,indoline,473.0,,Methanol-chloroform,664.0,5.42,0.75,2.7,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2ECB0>
3101,N#CC(=Cc1ccc(s1)c1cnc(c2c1nsn2)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)C(=O)O,indoline,576.0,752.0,chloroform,543.0,9.2,0.72,3.6,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC2ED00>
